tic,gvkey,cusip,conm,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,busdesc
MWW,64156,611742107,MONSTER WORLDWIDE INC,4510.0,451010.0,45.0,45101010.0,519130.0,7370.0,456.0,976.0,"Monster Worldwide, Inc., together with its subsidiaries, provides online and mobile employment and recruitment solutions worldwide. The company operates in three segments: Careers-North America, Careers-International, and Internet Advertising & Fees."
MXIM,14256,57772K101,MAXIM INTEGRATED PRODUCTS,4530.0,453010.0,45.0,45301020.0,334413.0,3674.0,235.0,940.0,"Maxim Integrated Products, Inc. designs, develops, manufactures, and markets a range of linear and mixed-signal integrated circuits in the United States, China, rest of Asia, Europe, and internationally."
NAVI,10121,63938C108,NAVIENT CORP,4020.0,402020.0,40.0,40202010.0,522298.0,6111.0,850.0,800.0,"Navient Corporation provides education loan management and business processing solutions for education, healthcare, and government clients at the federal, state, and local levels in the United States."
NBL,7912,655044105,NOBLE ENERGY INC,1010.0,101020.0,10.0,10102020.0,2111.0,1311.0,380.0,935.0,"Noble Energy, Inc., an independent energy company, engages in the acquisition, exploration, development, and production of crude oil and natural gas worldwide. The company also owns, operates, develops, and acquires domestic midstream infrastructure assets in the DJ and Delaware Basins."
NBR,1661,G6359F137,NABORS INDUSTRIES LTD,1010.0,101010.0,10.0,10101010.0,213111.0,1381.0,395.0,935.0,"Nabors Industries Ltd. provides drilling and drilling-related services for land-based and offshore oil and natural gas wells. It operates through five segments: U.S. Drilling, Canada Drilling, International Drilling, Drilling Solutions, and Rig Technologies."
NCC,7711,635405103,NATIONAL CITY CORP,4010.0,401010.0,40.0,40101015.0,522110.0,6020.0,815.0,800.0,"As of November 6, 2009, National City Corporation was acquired by PNC Bank, National Association."
NCLH,104432,G66721104,NORWEGIAN CRUISE LINE HLDGS,2530.0,253010.0,25.0,25301020.0,483112.0,4400.0,,,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in the North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands."
NCR,7648,62886E108,NCR CORP,4520.0,452020.0,45.0,45202030.0,54151.0,7370.0,190.0,940.0,"NCR Corporation provides software and services worldwide. The company operates through Banking, Retail, Hospitality, and Other segments."
NDAQ,149337,631103108,NASDAQ INC,4020.0,402030.0,40.0,40203040.0,523210.0,6200.0,,,"Nasdaq, Inc. operates as a technology company that serves capital markets and other industries worldwide."
NEE,4517,65339F101,NEXTERA ENERGY INC,5510.0,551010.0,55.0,55101010.0,22111.0,4911.0,705.0,700.0,"NextEra Energy, Inc., through its subsidiaries, generates, transmits, and distributes electric power in North America. The company generates electricity through wind, solar, nuclear, coal, oil, and natural gas facilities."
NEM,7881,651639106,NEWMONT CORP,1510.0,151040.0,15.0,15104030.0,212221.0,1040.0,265.0,970.0,"Newmont Corporation engages in the production and exploration of gold, copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana."
NFLX,147579,64110L106,NETFLIX INC,5020.0,502020.0,50.0,50202010.0,532282.0,7841.0,245.0,978.0,"Netflix, Inc. provides subscription streaming entertainment service. It offers TV series, documentaries, and feature films across various genres and languages."
NFX,29173,651290108,NEWFIELD EXPLORATION CO,1010.0,101020.0,10.0,10102020.0,211111.0,1311.0,380.0,935.0,"Ovintiv Exploration Inc. engages in the exploration, development, and production of crude oil, natural gas, and natural gas liquids in the United States. Ovintiv Exploration Inc. was formerly known as Newfield Exploration Company and changed its name to Ovintiv Exploration Inc. in 2020."
NI,7974,65473P105,NISOURCE INC,5510.0,551030.0,55.0,55103010.0,221210.0,4932.0,710.0,700.0,"NiSource Inc., an energy holding company, operates as a regulated natural gas and electric utility company in the United States. The company operates through two segments, Gas Distribution Operations and Electric Operations."
NKE,7906,654106103,NIKE INC  -CL B,2520.0,252030.0,25.0,25203020.0,316210.0,3021.0,455.0,976.0,"NIKE, Inc., together with its subsidiaries, designs, develops, markets, and sells athletic footwear, apparel, equipment, and accessories worldwide. The company offers NIKE brand products in six categories, including running, NIKE basketball, the Jordan brand, football, training, and sportswear."
NKTR,30137,640268108,NEKTAR THERAPEUTICS,3520.0,352020.0,35.0,35202010.0,325412.0,2834.0,285.0,905.0,"Nektar Therapeutics, a biopharmaceutical company, researches and develops drug candidates for cancer and auto-immune disease in the United States."
NLOK,15855,668771108,NORTONLIFELOCK INC,4510.0,451030.0,45.0,45103020.0,511210.0,7372.0,185.0,940.0,NortonLifeLock Inc. provides cyber safety solutions for consumers worldwide.
NLSN,100873,G6518L108,NIELSEN HOLDINGS PLC,2020.0,202020.0,20.0,20202020.0,541910.0,8700.0,410.0,976.0,"Nielsen Holdings plc, together with its subsidiaries, operates as a measurement and data analytics company worldwide. It operates in two segments, Connect and Media."
NOC,7985,666807102,NORTHROP GRUMMAN CORP,2010.0,201010.0,20.0,20101010.0,334511.0,3812.0,220.0,925.0,Northrop Grumman Corporation operates as a security company.
NOV,63892,637071101,NATIONAL OILWELL VARCO INC,1010.0,101010.0,10.0,10101020.0,333132.0,3533.0,395.0,935.0,"National Oilwell Varco, Inc. designs, constructs, manufactures, and sells systems, components, and products for oil and gas drilling and production worldwide. It operates through three segments: Wellbore Technologies, Completion & Production Solutions, and Rig Technologies."
NOVL,11910,670006105,NOVELL INC,4510.0,451030.0,45.0,45103020.0,541519.0,7370.0,185.0,940.0,"Novell, Inc. provides Net services software solutions that deliver services to secure various networks that include the Internet, intranets, extranets, wired to wireless networks, and corporate and public networks."
NOW,171007,81762P102,SERVICENOW INC,4510.0,451030.0,45.0,45103020.0,511210.0,7372.0,,,"ServiceNow, Inc. provides enterprise cloud computing solutions that defines, structures, consolidates, manages, and automates services for enterprises worldwide."
NRG,135990,629377508,NRG ENERGY INC,5510.0,551010.0,55.0,55101010.0,22111.0,4911.0,705.0,700.0,"NRG Energy, Inc., together with its subsidiaries, operates as an energy company in the United States. It operates through Generation and Retail segments."
NSC,7923,655844108,NORFOLK SOUTHERN CORP,2030.0,203040.0,20.0,20304010.0,482111.0,4011.0,610.0,600.0,"Norfolk Southern Corporation, together with its subsidiaries, engages in the rail transportation of raw materials, intermediate products, and finished goods in the United States."
NSM,184498,63861C109,NATIONSTAR MORTGAGE HOLDINGS,4010.0,401020.0,40.0,40102010.0,522292.0,6162.0,,,"Nationstar Mortgage Holdings Inc., together with its subsidiaries, provides servicing, origination, and transaction based services primarily to single-family residences in the United States. It operates in three segments: Servicing, Originations, and Xome."
NTAP,61591,64110D104,NETAPP INC,4520.0,452020.0,45.0,45202030.0,334112.0,3572.0,187.0,940.0,"NetApp, Inc. provides software, systems, and services to manage and share data on-premises, and private and public clouds worldwide."
NTRS,7982,665859104,NORTHERN TRUST CORP,4020.0,402030.0,40.0,40203010.0,522110.0,6020.0,815.0,800.0,"Northern Trust Corporation, a financial holding company, provides wealth management, asset servicing, asset management, and banking solutions for corporations, institutions, families, and individuals worldwide."
NUE,8030,670346105,NUCOR CORP,1510.0,151040.0,15.0,15104050.0,331110.0,3312.0,460.0,970.0,"Nucor Corporation manufactures and sells steel and steel products. It operates in three segments: Steel Mills, Steel Products, and Raw Materials."
NVDA,117768,67066G104,NVIDIA CORP,4530.0,453010.0,45.0,45301020.0,334413.0,3674.0,235.0,940.0,"NVIDIA Corporation operates as a visual computing company worldwide. It operates in two segments, GPU and Tegra Processor."
NVLS,23986,65481J109,NIVALIS THERAPEUTICS INC,3520.0,352010.0,35.0,35201010.0,325414.0,2836.0,,,"As of July 24, 2017, Nivalis Therapeutics, Inc. was acquired by Alpine Immune Sciences Inc. in a reverse merger transaction."
NVR,12459,62944T105,NVR INC,2520.0,252010.0,25.0,25201030.0,236117.0,1531.0,305.0,976.0,"NVR, Inc. operates as a homebuilder in the United States. The company operates in two segments, Homebuilding and Mortgage Banking. It primarily constructs and sells single-family detached homes, townhomes, and condominium buildings under the Ryan Homes, NVHomes, and Heartland Homes names."
NWL,7875,651229106,NEWELL BRANDS INC,2520.0,252010.0,25.0,25201050.0,3399.0,3990.0,325.0,978.0,"Newell Brands Inc. designs, manufactures, sources, and distributes consumer and commercial products worldwide. The company operates through four segments: Appliances and Cookware, Food and Commercial, Home and Outdoor Living, and Learning and Development."
NWS,18043,65249B208,NEWS CORP,5020.0,502010.0,50.0,50201040.0,511110.0,2711.0,,,"News Corporation, a media and information services company, creates and distributes content for consumers and businesses worldwide. It operates in six segments: Digital Real Estate Services, Subscription Video Services, Dow Jones, Book Publishing, News Media, and Other."
NWSA,18043,65249B109,NEWS CORP,5020.0,502010.0,50.0,50201040.0,511110.0,2711.0,,,"News Corporation, a media and information services company, creates and distributes content for consumers and businesses worldwide. It operates in six segments: Digital Real Estate Services, Subscription Video Services, Dow Jones, Book Publishing, News Media, and Other."
NYT,7866,650111107,NEW YORK TIMES CO  -CL A,5020.0,502010.0,50.0,50201040.0,511110.0,2711.0,415.0,976.0,"The New York Times Company, together with its subsidiaries, provides news and information for readers and viewers across various platforms worldwide."
NYX,166451,629491101,NYSE EURONEXT,4020.0,402010.0,40.0,40201040.0,523210.0,6200.0,,,"NYSE Holdings LLC, through its subsidiaries, operates securities exchanges. It operates various stock exchanges, including the New York Stock Exchange (NYSE), NYSE Arca, Inc., and NYSE MKT LLC in the United States; and European based exchanges comprising Euronext N.V."
O,30822,756109104,REALTY INCOME CORP,6010.0,601010.0,60.0,60101070.0,531120.0,6798.0,850.0,800.0,"Realty Income, The Monthly Dividend Company<sup></sup>, is an S&P 500 company dedicated to providing stockholders with dependable monthly income."
ODFL,24617,679580100,OLD DOMINION FREIGHT,2030.0,203040.0,20.0,20304020.0,484122.0,4213.0,615.0,600.0,"Old Dominion Freight Line, Inc. operates as a less-than-truckload (LTL) motor carrier in the United States and North America. It provides regional, inter-regional, and national LTL services, including expedited transportation."
ODP,14624,88337F105,ODP CORP,2550.0,255040.0,25.0,25504040.0,453210.0,5940.0,449.0,976.0,"The ODP Corporation provides business services and supplies, products, and technology solutions for small, medium, and enterprise businesses. The company operates in three divisions: Business Solutions, Retail, and CompuCom."
OI,8215,67098H104,O-I GLASS INC,1510.0,151030.0,15.0,15103010.0,327213.0,3221.0,205.0,925.0,"O-I Glass, Inc., through its subsidiaries, manufactures and sells glass containers to food and beverage manufacturers primarily in the Americas, Europe, and the Asia Pacific. It produces glass containers for alcoholic beverages, including beer, flavored malt beverages, spirits, and wine."
OKE,8151,682680103,ONEOK INC,1010.0,101020.0,10.0,10102040.0,221210.0,4923.0,710.0,700.0,"ONEOK, Inc., together with its subsidiaries, engages in gathering, processing, storage, and transportation of natural gas in the United States. It operates through Natural Gas Gathering and Processing, Natural Gas Liquids, and Natural Gas Pipelines segments."
OMC,4066,681919106,OMNICOM GROUP,5020.0,502010.0,50.0,50201010.0,541810.0,7311.0,456.0,976.0,"Omnicom Group Inc., together with its subsidiaries, provides advertising, marketing, and corporate communications services. It provides a range of services in the areas of advertising, customer relationship management, public relations, and healthcare."
